SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price_Range
1389,2,1,3,1955,4
2617,4,3,3,1985,5
1882,2,3,2,1952,5
1255,2,3,1,1969,4
1708,4,3,2,2019,2
2838,5,3,3,2006,6
2944,2,1,1,2001,6
1449,4,2,2,1958,5
1009,2,3,2,2017,3
1823,2,1,3,2019,5
1797,4,2,3,1999,5
2265,5,2,3,1955,4
2274,3,3,3,1992,6
1876,4,3,1,2005,4
2028,3,2,1,1966,5
2142,4,2,3,1981,4
2015,4,1,1,1960,4
2824,3,3,2,1975,5
1373,3,2,1,1967,4
2088,5,2,2,1979,6
1145,4,3,3,2013,2
1223,4,1,2,1981,4
2262,4,1,3,2006,5
1176,5,3,3,2011,5
2802,3,1,3,1956,7
1852,4,1,1,1954,4
2305,3,1,2,2019,6
1062,5,2,1,1963,2
2240,2,2,3,1995,4
2877,3,1,1,1961,6
1826,5,3,3,1999,5
1794,2,3,2,1990,5
1688,4,3,3,1957,3
2484,4,1,3,1952,5
2952,3,3,1,2001,6
2633,2,2,3,1960,6
1104,5,3,2,1997,2
2122,4,3,2,1961,4
1510,4,2,3,2000,3
1384,2,2,2,1953,3
1404,5,1,3,1966,4
1822,4,1,3,1978,6
1517,4,1,2,1972,3
1475,3,1,1,2011,2
1708,5,1,3,1961,4
2886,4,2,1,1997,6
2668,2,2,1,1982,6
2893,4,2,3,1962,8
1770,5,3,2,1987,3
2460,3,3,3,1999,6
2046,4,3,2,1961,6
1996,2,1,3,1975,4
2588,4,3,1,2014,7
1676,2,1,3,1952,6
1713,5,1,2,1957,4
2481,3,1,2,1979,7
1082,5,1,3,1992,3
2168,4,3,2,1963,4
2108,4,2,3,1966,6
2101,3,1,1,2020,4
1456,2,3,3,1989,3
2901,5,1,3,2015,8
1000,2,1,2,1957,2
1050,4,2,3,1955,5
1684,2,1,1,1967,2
1716,5,2,1,2015,6
2795,2,3,3,1951,6
2469,4,1,2,2009,4
1448,5,2,1,1952,5
1880,2,1,3,1956,4
1487,2,1,3,1996,1
2823,5,1,1,1979,9
1033,4,2,2,1984,4
2371,5,3,3,2008,6
1094,4,2,1,2011,4
2095,2,3,3,1996,5
2574,5,2,1,1966,6
1153,4,2,3,2002,5
1249,5,3,2,1982,4
1673,2,3,2,2012,5
1437,5,3,1,1991,4
1117,2,2,3,1997,2
1770,2,3,2,2011,4
2914,2,1,1,1956,7
2329,4,1,2,2004,7
1267,4,1,2,1987,4
2984,3,1,3,2018,9
2077,4,3,3,1988,5
1235,3,3,2,1978,3
1388,5,1,2,1978,4
1989,2,3,2,2004,5
2757,4,1,2,2009,6
1762,2,2,1,2015,4
2848,3,3,1,1953,6
1400,4,2,2,1969,5
1623,4,3,3,2000,5
1766,4,3,3,2019,5
2326,4,3,1,2004,3
1918,2,2,2,1995,6
2230,4,2,3,1996,5
2252,3,1,2,2019,7
1852,4,2,1,1963,4
2933,3,2,1,1954,6
1577,3,1,3,1981,4
1074,2,2,2,1991,3
1434,4,2,1,1989,5
1102,3,1,3,1969,3
2445,4,2,2,1994,5
2727,2,1,2,1961,7
1763,2,3,1,1990,4
1737,4,3,3,1959,4
1805,3,2,2,1951,5
2329,5,3,3,2005,6
1097,5,2,2,1965,4
2873,2,1,2,1994,8
1797,3,1,2,1996,3
2358,5,1,3,1990,6
1858,3,3,1,1993,4
1434,4,1,2,2020,3
1446,2,1,1,2007,5
2331,4,2,2,2004,7
1248,4,2,1,1974,6
1165,4,2,3,1961,3
2504,3,2,2,1967,5
1983,5,1,2,2014,6
2358,4,2,1,2003,5
2019,2,3,1,2013,4
1541,3,3,1,2012,5
1758,5,3,3,1964,5
2129,4,2,2,2018,6
2586,2,1,3,1955,6
1080,4,2,3,1978,4
1132,5,3,1,1975,3
1796,5,2,1,1950,4
1899,4,3,2,1978,6
1137,4,1,2,1964,3
1183,3,1,2,1995,4
2424,5,1,1,2013,6
2353,5,1,1,1986,6
1784,4,1,3,2004,5
2531,2,2,2,2005,6
2875,4,1,3,1966,4
1983,4,2,2,2021,5
1068,5,3,2,2006,4
1545,3,3,2,1971,5
2797,4,1,3,1956,5
1052,2,2,3,1952,3
2473,2,1,3,2003,4
1204,4,3,1,2005,5
1125,2,2,1,2013,3
2770,2,3,3,1958,7
1042,4,2,1,1999,5
2775,2,3,1,2020,6
2994,2,1,3,2006,6
2906,4,1,2,1957,7
1110,5,1,1,2002,5
1760,3,3,3,1984,5
2686,3,3,2,1998,7
2206,5,3,1,1973,7
1847,4,1,3,1956,5
1094,5,3,2,1989,4
2994,3,3,1,2000,8
2397,3,1,3,1985,4
2935,3,3,3,1983,8
2543,3,2,1,2002,5
1899,4,3,3,2016,5
1359,3,1,2,1982,4
1899,3,2,3,2015,4
2719,4,1,1,2003,6
1280,5,1,2,2014,4
2218,4,1,3,2018,6
2887,3,2,3,1989,7
2218,2,2,2,2013,5
1666,4,1,2,1959,3
1092,4,3,1,1963,2
1671,5,2,3,2000,5
2969,3,1,2,1950,7
1060,2,3,3,1974,4
1633,4,1,3,1971,4
2074,4,2,3,1985,5
2426,4,2,1,1976,6
2812,2,3,3,1970,8
2028,4,2,1,1980,6
2489,4,1,3,1955,5
1603,2,1,1,2001,4
1681,4,3,1,1957,5
2852,2,3,3,2011,8
1533,5,3,1,1959,7
2428,2,3,1,2020,5
1837,5,1,1,1989,5
2536,2,1,3,1984,7
1644,3,1,2,1975,5
1232,4,1,2,2021,4
1523,5,3,3,2013,4
1345,4,2,1,1953,4
2069,4,1,3,2020,5
1545,2,2,2,1953,4
2968,3,3,2,1965,8
2101,2,3,1,1962,5
2753,4,2,3,1999,7
2836,2,3,2,2016,8
2946,5,2,3,1981,8
2096,3,1,2,1952,6
1793,4,3,2,1987,5
1248,2,3,2,2016,3
1046,5,2,3,1988,1
2144,3,2,3,2006,6
1213,2,2,1,2004,2
1238,2,2,3,1976,3
2079,4,2,3,1965,7
1349,5,3,2,1953,5
1106,3,2,1,1999,3
1830,2,1,1,1995,5
1047,3,2,3,1991,4
2596,5,3,3,1998,7
1336,4,1,3,1993,3
2049,4,3,3,1981,6
1803,4,2,3,2021,4
2280,3,3,1,1995,6
1007,3,3,1,2020,3
1624,2,2,1,1986,4
2890,5,3,2,1951,6
2276,5,3,2,2016,6
2715,5,3,3,2018,6
1718,3,1,2,2012,7
1302,4,3,1,1960,3
1638,5,2,3,1967,6
1055,2,2,2,1998,3
1725,3,3,1,1963,5
1525,4,2,3,1971,5
1473,5,1,3,1971,3
1027,4,2,1,1974,4
1077,2,2,1,1965,3
2239,5,3,2,1988,4
2409,5,1,1,1979,6
1364,4,1,1,1970,4
1665,3,2,1,2021,4
1525,4,2,3,1992,4
1698,2,3,1,2010,6
2335,4,3,1,1968,7
1882,4,1,3,1969,3
2030,5,3,3,1996,4
2026,3,1,3,1973,5
2646,3,1,3,2013,8
1918,3,2,3,1969,6
1749,3,1,1,2014,4
1362,4,1,1,2020,3
2774,5,1,2,1974,7
2531,5,1,1,2006,6
2297,3,2,3,1982,4
2529,4,3,1,2010,6
1805,3,3,1,1993,4
1738,3,1,2,2010,3
2906,5,3,3,1996,6
2038,5,3,1,1981,4
2215,3,1,2,1953,5
2654,4,1,1,2014,5
1484,3,3,1,1979,4
1027,5,2,1,1951,3
1713,5,3,2,1997,5
2062,4,1,1,1955,5
2976,3,3,1,2016,9
2296,3,3,2,2019,6
2254,2,2,3,1983,6
1085,3,3,3,1952,4
2497,4,3,1,1986,6
1125,5,1,2,2003,3
1811,2,2,1,1971,5
1536,4,3,1,1951,5
1144,4,3,2,1955,3
2548,2,1,3,1987,4
2235,3,1,2,2017,5
1024,2,2,2,2006,1
2603,4,2,1,1955,6
2417,3,2,2,1983,5
1066,5,1,2,2001,3
1232,2,1,1,1955,4
1108,4,1,2,2013,5
2169,3,1,2,2008,4
1110,4,2,2,1989,4
1227,3,2,3,1965,2
1110,3,2,2,2015,4
2493,2,1,2,1959,6
1033,5,1,2,1979,6
1622,3,1,1,1982,4
2799,4,1,1,2017,6
2959,3,3,1,1988,6
2392,5,2,1,1953,7
1747,4,2,3,2013,4
1594,3,3,1,1974,5
2577,3,2,1,1964,8
1424,2,1,2,1955,2
1612,5,2,2,2018,4
2541,3,1,1,1992,6
1691,5,1,1,2000,3
2305,3,1,2,1964,4
2343,4,3,1,2004,4
2761,5,2,3,1952,5
2466,4,1,2,1959,7
2975,5,2,1,1973,5
1314,4,3,2,1991,4
1876,3,2,1,2015,6
2989,4,2,3,1959,8
2764,4,2,3,1990,6
2400,3,2,3,1970,8
2312,5,3,2,2002,6
2460,4,2,1,2018,6
1661,2,1,2,2006,6
1276,2,3,2,1969,4
2733,4,2,2,1971,6
2605,4,2,3,1999,7
2526,4,1,3,2021,7
1623,5,3,1,1957,6
1515,3,3,3,1961,3
2373,2,1,1,1978,7
1842,2,2,1,1987,4
2469,5,2,3,1975,6
2853,4,3,3,1959,6
1349,4,3,3,2006,2
2630,3,2,1,2000,5
2687,3,1,2,1974,6
1822,2,1,1,1998,6
2160,3,2,1,1964,5
1758,2,1,2,1991,6
1898,5,3,1,1970,6
1242,4,2,1,1976,3
1542,4,1,3,2012,5
2063,2,1,3,2000,5
1228,4,3,2,1981,3
1547,5,3,3,1961,4
1919,3,2,3,1973,5
2246,5,3,3,1992,6
1005,4,3,2,1991,2
2345,5,2,2,2019,7
1467,4,1,3,1976,3
2755,2,3,1,2011,6
1074,3,2,2,1963,3
1003,3,3,2,2005,2
2870,4,3,1,1951,7
1645,4,1,1,2018,3
1117,3,3,3,1967,2
1880,5,3,1,2014,7
2629,5,3,1,1953,7
1503,5,1,1,1996,4
1946,3,3,3,1994,6
1573,2,2,3,2019,5
2464,4,2,3,2014,6
1193,4,1,3,2019,4
1846,3,1,2,2008,4
1714,2,1,3,1981,5
2415,3,3,3,1992,4
2049,5,1,1,1987,5
2458,5,2,3,1978,5
1172,4,2,3,2018,4
2323,4,3,1,1995,7
2668,4,3,3,1950,7
1325,4,3,1,1955,3
2433,5,3,2,1985,5
2141,5,2,1,2013,8
1835,2,2,1,1976,7
2810,4,1,2,1950,5
1723,3,3,1,1978,5
1224,2,2,1,2019,2
1531,2,2,2,1981,3
1112,5,1,1,1951,3
1139,4,2,2,1973,3
1558,2,2,2,1965,5
1000,4,3,2,2001,1
1089,5,1,3,1975,3
1653,2,3,2,1950,5
1319,2,3,1,1973,6
2573,3,1,3,1977,5
2828,5,1,1,1982,7
2917,3,3,2,1991,8
1138,5,3,3,1999,6
2534,3,3,1,1960,8
2891,5,3,3,2011,7
1844,5,1,3,1996,5
1258,2,2,2,1955,3
2696,3,1,3,1959,8
1901,3,2,1,1998,4
1689,3,1,3,1957,4
1009,2,3,3,1978,3
1260,4,2,2,1994,2
2942,5,1,2,1961,7
2673,3,1,2,1987,6
1171,5,1,2,2004,4
1897,2,3,2,2001,8
1012,5,1,3,1967,4
2191,2,1,2,2015,4
2665,4,3,3,2013,7
2619,3,2,2,1950,6
1320,2,2,2,2018,4
2342,5,3,1,2012,7
2636,2,2,2,1961,6
1328,2,1,2,1958,4
1784,4,1,3,1965,5
1776,3,2,3,1990,4
2994,2,2,2,1971,8
1910,2,2,2,1963,3
2943,5,3,1,1998,8
2573,2,2,1,2005,8
2442,2,3,3,2007,7
2629,3,2,3,1955,7
2118,3,3,3,1952,7
2840,5,3,3,1987,7
2604,2,1,3,1981,7
1317,2,2,1,1974,4
2979,2,1,1,1955,7
1235,4,1,3,1983,5
2969,4,3,1,1986,8
1333,5,3,1,2009,2
2908,4,3,3,1956,6
1375,5,3,2,2007,3
2482,2,1,3,1969,6
2160,4,3,3,1984,6
2953,3,1,3,1968,7
1587,4,1,1,1960,5
2570,2,2,3,2001,8
1512,3,2,2,2006,3
2319,5,3,3,2001,8
2343,2,1,3,1962,5
1917,3,1,2,1975,2
2595,4,1,1,2003,7
2855,5,2,1,1966,7
2372,4,1,3,1956,5
2863,3,1,2,1968,8
2802,3,1,1,1955,4
1872,2,2,1,1991,5
2252,5,3,2,1957,4
1269,5,3,2,1979,5
2851,3,3,2,1989,6
1797,2,2,1,1951,4
2314,3,2,3,2017,5
1724,3,3,2,1997,5
2188,5,3,3,1976,5
1004,4,2,2,1963,2
1850,4,3,2,1999,3
2402,5,1,2,1954,6
1077,2,2,2,1970,1
2433,5,3,3,1997,7
1573,2,3,1,1981,4
1131,5,2,1,1950,3
1600,2,2,3,2012,6
2772,3,1,2,2005,5
2065,3,2,2,1960,5
1088,2,2,1,1959,4
1401,5,1,3,1984,4
1295,3,3,3,1980,2
2863,5,2,1,1953,6
2318,4,3,2,1977,4
1615,3,1,2,1975,4
2549,5,2,2,2003,6
1799,5,1,1,1961,4
2714,4,3,1,1985,6
2660,5,1,1,1965,6
1421,2,2,2,2018,3
2888,3,2,3,1999,6
2046,2,3,2,2003,6
1574,4,3,1,1958,3
1142,2,3,1,1993,4
1992,5,3,1,1963,4
1664,4,2,1,2002,4
1144,4,2,1,1997,4
2248,2,2,3,2003,5
2006,4,1,1,1952,4
1502,2,1,3,1969,4
2985,2,3,1,2003,8
2997,2,3,3,1953,8
1820,4,3,2,1992,5
2639,4,2,2,1967,7
1103,3,1,2,2015,4
2970,2,3,3,2019,6
2062,2,3,3,1989,4
2970,2,2,1,1979,9
1197,2,1,2,1972,2
2669,2,3,1,1984,7
1578,2,3,2,1993,3
1390,2,3,1,1999,3
2202,3,3,2,1973,4
2991,3,1,2,1982,9
1553,5,1,3,1997,5
2471,2,3,3,1967,7
2523,2,2,3,2004,7
2038,3,3,1,1959,5
2646,3,2,1,2000,7
2692,2,3,1,1962,5
2312,2,3,1,1963,5
1477,3,2,1,1981,2
2254,3,3,3,1975,5
1922,5,1,1,2000,4
1419,5,2,2,1985,5
1156,2,1,1,2008,4
1549,3,2,2,1970,5
2464,5,1,3,1962,8
2120,2,3,1,1965,5
2020,5,3,1,1996,6
1996,5,2,2,2002,5
2434,5,1,3,1979,4
1950,4,3,3,2013,5
1288,2,1,2,1975,5
2277,5,1,3,1980,4
1195,2,2,1,1971,4
1597,2,3,3,1993,4
2857,3,2,3,1975,6
2545,2,2,1,2014,5
1516,5,3,2,1958,4
2658,2,1,3,1999,6
2865,3,2,1,1998,6
1864,4,3,1,1957,4
2141,4,1,1,1995,7
1805,3,1,2,2009,5
2932,5,1,3,1968,6
2182,5,2,3,1964,5
1814,5,2,2,1976,5
1227,2,3,2,2018,5
2900,4,1,1,2012,6
1215,5,1,2,1993,4
1947,4,3,2,2007,4
2719,3,1,3,1988,6
1014,4,1,3,2017,3
2180,5,3,3,1967,4
2671,4,3,1,2003,5
2284,3,2,1,1997,6
2180,4,2,1,1978,5
1046,2,2,1,1979,3
1323,3,3,3,2018,5
1843,2,2,3,1974,4
2708,2,1,2,1976,6
1129,5,2,1,1979,4
2434,5,2,2,1989,6
1094,3,2,1,1981,4
1626,5,3,1,1978,2
1754,4,1,1,1990,5
2955,3,3,3,1960,7
2315,5,1,1,1993,7
1793,5,2,2,1983,5
2834,4,2,2,1983,8
2306,2,1,3,1977,5
1068,4,3,1,2009,4
2683,2,3,3,2003,5
1010,5,2,2,1976,3
2277,2,1,1,1995,6
2865,2,1,3,1957,9
1871,5,1,1,1978,6
1549,3,1,2,1968,5
2157,4,2,1,1981,6
1711,5,3,1,1950,5
1022,4,2,3,2016,3
1814,4,1,3,2007,4
1345,2,3,1,1975,3
1301,5,2,1,1999,3
1362,3,1,2,1956,3
1395,4,2,2,1968,4
1217,4,1,2,2017,3
1140,3,2,3,2007,4
2639,4,2,2,1976,8
1957,5,2,3,1986,5
2233,3,1,2,1957,6
1984,5,3,2,1950,5
1992,3,3,2,2021,6
2646,4,1,1,2020,7
2639,3,3,1,2018,6
1827,5,3,2,1953,5
1682,3,2,1,2014,2
2483,4,2,3,1981,7
2003,2,1,3,1972,4
1355,4,1,1,1967,3
2007,4,2,2,1955,4
2347,2,1,1,2008,5
2156,3,1,1,2011,4
1887,4,3,3,1961,6
2828,2,1,2,1995,7
2863,5,1,3,1973,8
1126,2,2,1,1962,4
2129,4,1,1,1988,5
2008,5,2,2,1951,7
1603,4,1,2,1960,6
2822,2,3,3,2020,7
2401,5,2,2,2004,6
2928,4,1,2,1973,6
2013,2,1,1,2019,5
1050,5,3,1,1957,3
2052,4,1,1,1999,4
2485,2,3,2,2018,7
2319,4,2,2,1974,6
2320,4,2,1,1953,5
2749,4,1,2,2016,5
1778,3,2,1,1956,6
2430,4,3,2,1993,5
2792,5,3,1,1971,6
1813,2,1,3,2007,6
2636,2,3,2,1966,5
2428,3,3,3,1957,6
2369,3,3,1,2006,7
2645,3,1,3,1981,6
1419,4,2,2,1991,2
2205,4,3,3,1991,6
1982,5,2,1,1989,3
1824,2,2,3,2021,3
2024,2,1,1,1970,5
2854,4,1,1,2017,7
2973,2,2,3,1984,7
1566,4,1,1,1994,5
1370,3,2,1,1954,4
1935,4,3,2,1958,6
2934,5,2,1,1959,7
1660,4,2,3,1979,6
2454,4,3,1,1995,5
1968,2,1,2,2011,6
2332,4,2,1,1951,5
2160,5,1,1,2002,4
1201,4,3,1,1998,5
2459,4,2,1,1950,5
1312,3,2,2,1967,3
1116,4,2,1,1992,1
2689,4,2,1,1982,7
1936,4,1,1,2001,6
2826,5,1,3,1954,7
1574,2,3,1,1951,4
1243,3,1,2,1984,5
1536,3,2,1,1958,4
2625,4,3,2,2020,6
1074,4,2,3,1965,2
2829,2,2,2,1979,6
1385,4,3,1,1957,3
2926,5,2,2,1996,8
2233,2,2,3,1964,5
1474,4,3,1,1962,5
1417,2,1,3,1964,3
1346,3,3,1,1984,3
2552,4,3,3,1992,7
1639,2,3,1,1952,3
1938,2,1,3,1982,4
1954,4,3,3,1977,6
1875,2,1,2,1964,5
1762,4,2,2,1957,3
2202,4,3,1,2008,5
2205,5,2,1,1956,6
1663,5,2,3,1979,4
1024,2,1,2,1968,4
2990,2,2,1,1963,7
2203,2,2,2,1979,7
1709,3,3,1,2003,4
2524,4,2,2,1973,6
2879,4,3,1,1968,7
2184,3,2,2,1968,6
1176,3,1,3,1969,6
1284,2,2,1,2005,1
1062,4,1,2,1961,5
2002,5,3,3,1995,6
1661,5,3,1,2006,5
1665,3,2,2,1999,4
1155,3,2,1,1988,3
2905,4,3,1,1968,8
2492,4,3,3,1962,7
2072,5,3,1,1985,4
1966,4,1,2,1973,7
1848,2,2,1,1972,4
2107,3,3,1,2010,3
2384,5,3,3,1988,7
1688,5,2,3,1986,3
1147,2,2,2,1969,3
2653,4,1,3,1975,8
1341,4,3,3,2018,4
1475,3,2,2,2004,4
2086,2,1,1,2007,4
2724,5,3,1,1961,8
2383,2,1,1,1988,6
1560,5,2,2,2016,4
1326,2,1,2,1984,2
2792,4,3,2,2005,7
2759,5,2,3,2012,7
2164,3,3,2,1964,6
1989,2,1,3,1996,5
1214,4,1,1,2015,4
1434,5,1,3,1974,5
2914,4,2,3,1999,8
1951,2,1,3,1954,5
1722,3,2,2,2010,5
2341,3,1,2,1975,5
1031,2,1,1,2000,4
1669,5,2,3,1952,3
1284,4,2,3,1967,4
2328,4,2,3,1957,5
1428,5,3,3,2007,4
2500,2,1,2,1993,7
1285,4,3,3,1999,3
2167,4,1,2,2015,6
2447,2,1,1,1998,6
2042,4,1,1,1968,4
1017,5,1,2,2015,4
1768,5,3,2,1989,6
1589,2,1,3,2017,4
2394,2,3,3,1965,6
2198,5,2,3,1961,5
2009,2,3,3,1976,2
1193,5,1,1,1954,3
1501,5,3,3,1996,4
1987,5,3,3,1958,4
2136,4,2,2,1972,3
1113,2,2,1,2012,3
2245,4,2,2,1956,5
2701,2,1,3,2002,7
1946,3,3,1,2004,5
1830,4,3,3,1979,2
2667,4,2,3,2000,5
2920,4,1,1,1958,7
2287,3,1,2,1980,6
1924,2,1,2,1954,4
1054,3,2,3,2010,4
2894,2,1,2,2001,7
2666,2,1,1,1982,6
1799,2,1,2,2007,4
1777,2,2,1,1990,3
2481,2,2,1,1966,6
2901,3,3,1,2001,6
1161,4,3,3,1960,2
2403,3,3,1,1997,6
1086,4,2,1,1980,2
1054,4,3,2,2010,4
2499,5,1,3,1994,7
2823,4,2,2,1980,8
2201,3,2,1,2013,5
2414,5,3,3,1956,6
2372,2,1,2,2001,6
2031,2,1,2,2011,5
1832,4,2,3,1969,6
1312,2,2,3,2009,4
1758,2,3,1,1952,4
2858,5,1,2,1992,5
1442,3,2,2,2002,3
2790,2,1,2,2007,6
1327,2,2,3,1958,4
2077,3,3,1,1975,4
1760,5,2,1,2016,4
2262,5,2,2,2008,6
2252,2,2,2,1970,4
1578,4,3,1,1994,5
2074,3,3,3,1984,5
2632,5,3,1,1983,6
2627,2,2,3,2016,7
2006,5,2,3,2019,5
2287,2,1,3,1985,5
2441,3,3,2,1983,7
2826,4,3,1,1955,7
1095,3,2,3,1992,4
2111,5,3,1,1996,5
2101,5,1,3,1952,2
2311,5,3,2,1952,7
2143,4,3,1,1985,7
1813,3,3,3,2001,3
1490,2,1,3,1982,5
2935,3,1,3,1950,7
1451,3,3,3,2021,2
2523,4,1,3,1993,6
1164,3,2,2,1983,3
1181,5,3,1,1986,3
1468,4,1,2,1960,4
1909,5,1,2,2000,5
1734,5,1,1,1960,4
1822,3,2,2,1972,6
1943,2,1,3,1985,5
1006,3,2,1,2001,2
1329,2,2,1,2010,5
1774,4,1,2,1981,4
2696,4,2,1,2001,7
1150,4,1,1,1960,4
2108,5,1,2,1985,6
1146,5,1,1,2002,5
2647,4,3,3,1953,8
2404,3,2,2,1983,6
1914,5,2,3,1992,7
2571,5,1,2,2002,5
2308,3,2,1,2007,6
1699,5,1,3,2015,4
1081,3,2,3,2002,4
1513,2,2,2,2011,4
2920,3,1,2,2013,8
1814,2,1,3,2002,4
1708,5,1,3,1959,6
2939,2,2,3,2006,7
2546,3,3,1,2014,6
1745,2,3,3,2011,5
2022,4,2,1,1963,4
2409,3,2,2,1952,5
1706,3,1,2,1954,4
1470,2,1,3,1991,5
2142,5,1,3,1999,5
1395,5,2,3,2012,5
2555,3,1,3,1951,7
1260,3,1,2,2020,2
1804,2,2,1,1953,5
1933,3,3,2,2009,4
2279,3,1,3,1987,6
2757,5,3,2,1957,7
1904,3,1,2,2006,4
2249,2,1,3,2001,6
2076,3,1,3,2017,4
1939,3,2,1,2011,7
2890,3,2,3,1966,6
2523,4,1,2,2009,7
2529,3,1,1,1968,5
1853,2,2,1,2000,5
2387,5,2,3,1976,7
2303,5,3,3,1964,4
1592,4,2,1,1953,6
1713,2,1,3,1968,6
2181,5,2,3,2013,8
1631,5,3,3,1978,4
1058,3,3,1,1953,3
2750,3,1,3,1954,5
1127,3,2,3,1977,3
1735,4,3,3,1954,4
1720,3,3,1,1981,5
2905,2,3,2,1987,9
2138,4,1,1,1962,4
2232,5,3,1,1976,7
1525,5,2,3,2004,4
1520,2,1,1,1967,4
1551,2,2,3,1982,5
2985,5,2,3,1991,9
1236,2,3,2,1998,4
2304,2,1,3,2011,6
2382,2,1,1,2011,5
2224,3,2,3,1967,7
2781,5,1,1,1981,5
2301,2,1,1,1987,5
2258,2,1,1,2009,5
1493,3,1,3,1977,4
1003,5,3,2,1976,3
1665,4,2,2,1960,6
1441,5,2,1,1981,4
1028,5,1,3,1978,3
2132,5,1,3,2021,6
1609,3,2,1,1955,5
2750,5,2,2,1952,7
1804,4,3,1,1993,5
1074,2,1,3,1956,3
1837,5,2,3,2020,5
2169,3,3,3,1952,5
1127,5,3,1,2021,1
2876,5,1,3,1980,6
1041,4,3,2,1997,5
2379,4,3,3,1987,7
1040,3,3,1,1950,3
1933,3,3,1,1982,5
1033,3,3,1,1990,2
2040,3,1,2,1986,6
2700,3,1,2,2019,8
2176,2,1,1,2018,5
1997,2,1,3,2005,5
2401,3,2,1,1984,5
1587,3,1,2,2002,5
2622,2,1,1,1959,7
2652,4,1,2,1978,6
2897,2,3,1,1997,7
1341,3,3,1,2019,3
1026,4,3,2,1965,5
2848,3,1,3,1968,7
2310,5,2,2,1990,4
1645,4,2,3,2009,5
1730,3,1,1,1979,5
1167,2,2,2,2018,3
1609,3,2,1,1997,4
1267,2,1,1,1956,3
2772,4,3,2,2003,6
1820,2,2,1,2017,5
1454,4,3,1,2013,4
1905,3,1,3,1984,5
2708,2,3,3,2006,7
2424,4,2,1,2018,5
1921,4,3,3,2021,4
1980,4,3,3,1996,5
2499,5,3,1,2011,8
1701,4,1,2,1966,4
1633,3,1,2,2018,5
2581,3,1,1,2012,6
2599,3,1,2,2013,5
1129,4,3,1,2008,3
2019,3,2,3,2021,6
2845,4,3,2,2015,7
2386,4,3,3,1950,5
2728,4,3,3,1956,7
1818,5,2,1,1961,4
1692,2,2,2,1974,6
2315,3,2,1,1974,5
2394,5,3,1,1971,6
1793,3,1,2,1960,4
1028,5,1,3,1975,3
1148,2,3,1,1990,4
2802,2,1,3,1973,6
2319,2,1,3,2012,5
1010,2,3,1,1955,4
2535,4,3,1,1974,6
1675,3,1,2,1964,4
2136,3,3,3,2001,4
1186,3,1,3,1954,4
1806,4,2,1,2002,6
1743,3,2,3,2012,4
2250,2,3,2,1982,5
2333,3,1,3,1970,6
1097,3,2,3,1960,4
1054,5,3,2,1982,3
1622,4,2,3,1972,5
1663,2,2,3,1959,5
1757,2,3,2,1955,5
1405,2,2,1,1987,3
1068,3,3,1,1970,5
2335,2,3,1,2020,4
2312,2,2,1,1999,5
2785,5,2,1,1956,7
2571,3,1,3,1955,5
1750,5,2,3,1953,5
2171,4,1,2,1980,6
2490,3,3,3,2014,8
2762,5,2,3,2008,6
2267,4,2,2,2017,6
2514,5,3,2,2021,6
2872,4,2,3,1965,6
1957,2,1,2,2009,6
2530,2,2,1,1985,6
1364,3,1,2,1977,5
1481,5,2,3,1981,3
1200,5,2,1,2001,5
1153,4,3,1,1966,3
2473,3,1,3,1959,5
2524,2,3,1,1992,8
1072,5,3,2,2005,4
1712,4,3,2,2018,6
1295,2,1,3,1974,2
2040,2,3,1,2012,5
2664,2,1,3,1976,6
2240,4,1,2,1992,5
1060,4,2,3,1957,2
1938,2,1,3,1994,5
2639,4,1,1,2021,6
1041,2,2,3,1956,4
1024,2,3,2,2014,1
2062,2,2,2,2006,6
2826,4,2,1,1998,7
1130,3,2,1,2005,4
2521,3,1,1,2009,7
2252,4,2,3,1952,7
1107,5,1,2,1954,3
1171,4,1,1,1970,5
2458,5,1,3,2008,4
2501,2,1,2,1984,6
1101,5,3,2,1981,5
1865,2,1,1,2006,4
1523,3,1,2,1972,4
1274,2,2,3,1973,1
2636,5,2,1,2010,5
2067,3,1,3,1983,4
2978,3,3,2,1950,8
1816,4,3,3,1980,5
1956,5,2,1,1978,4
2040,5,3,2,1964,5
1329,4,2,3,2000,5
2592,4,3,2,1953,6
2846,3,3,2,1992,7
2520,4,3,1,1956,8
2838,3,2,3,1994,4
1011,5,2,3,1967,2
2341,4,1,2,1950,5
2615,5,1,2,1997,8
1215,3,3,1,2007,3
1338,2,3,1,1988,4
2799,2,3,3,1960,6
1660,5,2,2,2018,5
2104,3,3,2,2004,5
2750,3,1,3,1984,7
2508,2,3,1,1976,5
1373,3,1,3,2015,4
1975,3,3,1,2003,4
1709,5,3,2,1960,5
2223,2,3,1,1955,5
2560,3,1,1,2007,7
1465,5,1,3,1981,3
2112,4,2,2,1990,5
2291,2,1,2,1986,6
2678,5,3,3,2000,7
2594,4,1,2,1971,6
2945,3,3,3,1956,6
1488,3,3,3,1978,4
2900,4,1,3,1989,6
2561,5,2,3,1989,6
1046,3,1,2,2002,5
2311,3,1,2,1976,5
1777,5,3,3,2017,5
2039,5,1,2,1992,4
1710,4,2,2,1969,5
1400,3,3,3,1993,3
2942,5,1,1,1975,8
2817,2,2,1,2021,7
1980,4,3,1,1994,2
2109,4,2,3,1985,7
